BEGIN_DAY,STATE,MONTH_NAME,EVENT_TYPE,DAMAGE_PROPERTY,MONT,BEGIN_LON
23,TENNESSEE,February,Flash Flood,850.00K,35.5335,-85.3973
23,TENNESSEE,February,Flood,900.00K,36.3591,-81.8192
20,TENNESSEE,February,Debris Flow,15.20M,36.4307,-83.1582
27,WISCONSIN,January,Winter Storm,0.00K,,
10,FLORIDA,August,Thunderstorm Wind,0.00K,30.03,-81.87
22,WISCONSIN,January,Winter Storm,0.00K,,
22,WISCONSIN,January,Winter Storm,0.00K,,
22,WISCONSIN,January,Winter Storm,0.00K,,
22,WISCONSIN,January,Winter Storm,0.00K,,
7,WISCONSIN,February,Winter Weather,3.00K,,
12,WISCONSIN,February,Winter Storm,0.00K,,
17,WISCONSIN,February,Winter Weather,0.00K,,
22,WISCONSIN,January,Winter Storm,0.00K,,
22,WISCONSIN,January,Winter Storm,0.00K,,
22,WISCONSIN,January,Winter Weather,0.00K,,
27,WISCONSIN,January,Winter Weather,0.00K,,
27,WISCONSIN,January,Winter Weather,0.00K,,
18,WISCONSIN,January,Winter Storm,0.00K,,
18,WISCONSIN,January,Winter Storm,0.00K,,
18,WISCONSIN,January,Winter Storm,0.00K,,
11,FLORIDA,August,Heavy Rain,0.00K,30.26,-81.75
15,FLORIDA,August,Heavy Rain,0.00K,29.06,-82.47
19,TENNESSEE,April,High Wind,,,
19,TENNESSEE,April,High Wind,,,
19,TENNESSEE,April,High Wind,,,
15,FLORIDA,August,Heavy Rain,0.00K,29.05,-82.47
15,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.86,-77.03
15,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.76,-77.08
15,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.87,-77.01
15,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,39.22,-76.53
15,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,39.25,-76.37
15,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,39.01,-76.4
15,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.73,-76.54
15,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.97,-76.46
15,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.92,-76.36
16,FLORIDA,August,Heavy Rain,0.00K,29.65,-82.46
16,FLORIDA,August,Heavy Rain,0.00K,29.68,-82.4
26,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.97,-76.46
26,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.9,-76.44
26,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.98,-76.31
16,FLORIDA,August,Heavy Rain,0.00K,29.11,-82.29
26,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.14,-75.79
28,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.87,-77.09
28,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.51,-77.3
26,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.22,-76.04
16,FLORIDA,August,Heavy Rain,0.00K,29.67,-82.39
26,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.37,-77
26,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.23,-76.95
26,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.31,-76.93
26,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.2325,-76.8191
26,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,39.33,-76.42
27,CALIFORNIA,March,High Wind,,,
27,CALIFORNIA,March,Winter Weather,,,
27,NEVADA,March,Winter Weather,,,
16,FLORIDA,August,Heavy Rain,0.00K,29.97,-82.81
29,FLORIDA,August,Coastal Flood,0.00K,,
28,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.47,-76.38
28,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.9,-76.44
28,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.34,-76.99
28,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.29,-76.41
28,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,37.98,-75.86
29,FLORIDA,August,Coastal Flood,0.00K,,
14,TENNESSEE,April,Thunderstorm Wind,,36.55,-82.21
14,TENNESSEE,April,High Wind,,,
15,FLORIDA,August,Heavy Rain,0.00K,29.165,-82.1438
7,TENNESSEE,February,Flash Flood,1.00K,36.4411,-83.0968
7,TENNESSEE,February,Flood,0.00K,36.5158,-83
7,TENNESSEE,February,Flood,0.00K,36.5405,-82.6945
7,TENNESSEE,February,Flood,0.00K,36.4576,-83.43
7,TENNESSEE,February,Flood,0.00K,36.4902,-82.6127
23,TENNESSEE,February,Flood,0.00K,36.2283,-83.3049
23,TENNESSEE,February,Flood,2.00K,35.92,-84.22
14,TENNESSEE,April,Thunderstorm Wind,,35.67,-84.98
14,TENNESSEE,April,Thunderstorm Wind,,36.02,-84.25
14,TENNESSEE,April,Thunderstorm Wind,,36.03,-84.22
10,MAINE,August,Thunderstorm Wind,,44.5,-68.5812
10,MAINE,August,Hail,,46.1,-68.15
20,WISCONSIN,February,Winter Weather,0.00K,,
19,WISCONSIN,February,Winter Weather,0.00K,,
19,WISCONSIN,February,Winter Weather,0.00K,,
23,WISCONSIN,February,Winter Weather,0.00K,,
11,WISCONSIN,February,Winter Storm,0.00K,,
27,WISCONSIN,January,Winter Weather,0.00K,,
15,ATLANTIC NORTH,April,Marine Thunderstorm Wind,0.00K,40.8396,-72.4779
11,COLORADO,April,Blizzard,0.00K,,
10,KANSAS,April,Hail,0.00K,39.0687,-100.6281
10,KANSAS,April,Hail,0.00K,39.1896,-100.6847
21,KANSAS,April,Hail,0.00K,38.7485,-101.7415
21,KANSAS,April,Hail,0.00K,38.9872,-100.2612
26,OHIO,April,Flood,0.00K,40.9641,-83.9595
30,INDIANA,April,Lightning,75.00K,41.3,-86.63
23,WYOMING,August,Hail,0.00K,44.79,-107.04
21,WYOMING,August,Hail,0.00K,44.58,-106.91
23,WYOMING,August,Hail,0.00K,44.77,-107.06
25,MONTANA,August,Thunderstorm Wind,0.00K,46.83,-106.27
22,WYOMING,August,Hail,0.00K,44.6,-106.36
8,ILLINOIS,August,Dense Fog,0.00K,,
8,ILLINOIS,August,Dense Fog,0.00K,,
8,ILLINOIS,August,Dense Fog,0.00K,,
8,ILLINOIS,August,Dense Fog,0.00K,,
8,ILLINOIS,August,Dense Fog,0.00K,,
8,ILLINOIS,August,Dense Fog,0.00K,,
8,ILLINOIS,August,Dense Fog,0.00K,,
8,ILLINOIS,August,Dense Fog,0.00K,,
8,ILLINOIS,August,Dense Fog,0.00K,,
8,ILLINOIS,August,Dense Fog,0.00K,,
12,MISSOURI,August,Excessive Heat,0.00K,,
22,WISCONSIN,January,Winter Storm,0.00K,,
22,WISCONSIN,January,Winter Storm,0.00K,,
26,TENNESSEE,April,Strong Wind,,,
7,WISCONSIN,February,Winter Weather,0.00K,,
7,WISCONSIN,February,Winter Weather,0.00K,,
7,WISCONSIN,February,Winter Weather,0.00K,,
7,WISCONSIN,February,Winter Weather,0.00K,,
10,FLORIDA,August,Thunderstorm Wind,0.50K,30.21,-82.25
22,WISCONSIN,January,Winter Weather,0.00K,,
22,WISCONSIN,January,Winter Weather,0.00K,,
22,WISCONSIN,January,Winter Weather,0.00K,,
22,WISCONSIN,January,Winter Weather,0.00K,,
22,WISCONSIN,January,Winter Weather,0.00K,,
18,WISCONSIN,January,Winter Storm,0.00K,,
18,WISCONSIN,January,Winter Storm,0.00K,,
18,WISCONSIN,January,Winter Storm,0.00K,,
18,WISCONSIN,January,Winter Storm,0.00K,,
18,WISCONSIN,January,Winter Storm,0.00K,,
18,WISCONSIN,January,Winter Weather,0.00K,,
18,WISCONSIN,January,Winter Weather,0.00K,,
18,WISCONSIN,January,Winter Weather,0.00K,,
18,WISCONSIN,January,Winter Weather,0.00K,,
18,WISCONSIN,January,Winter Weather,0.00K,,
11,FLORIDA,August,Heavy Rain,0.00K,29.72,-82.4
11,FLORIDA,August,Heavy Rain,0.00K,29.82,-82.5
18,WISCONSIN,January,Winter Storm,0.00K,,
22,WISCONSIN,January,Winter Storm,0.00K,,
22,WISCONSIN,January,Winter Storm,0.00K,,
22,WISCONSIN,January,Winter Storm,0.00K,,
14,FLORIDA,August,Flood,0.00K,29.82,-82.59
14,FLORIDA,August,Thunderstorm Wind,0.50K,30.07,-81.77
15,GEORGIA,August,Heavy Rain,0.00K,31.52,-82.83
15,GEORGIA,August,Thunderstorm Wind,0.20K,31.71,-82.92
13,NEBRASKA,March,Flood,15.00K,42.5224,-99.7096
15,FLORIDA,August,Heavy Rain,0.00K,29.1,-82.48
13,NEBRASKA,March,Winter Storm,0.00K,,
13,NEBRASKA,March,High Wind,0.00K,,
13,NEBRASKA,March,Flood,250.00K,42.27,-98.34
26,MARYLAND,April,Thunderstorm Wind,0.00K,38.31,-76.67
26,MARYLAND,April,Thunderstorm Wind,,38.38,-76.58
26,MARYLAND,April,Thunderstorm Wind,,38.28,-76.41
15,FLORIDA,August,Heavy Rain,0.00K,29.16,-82.53
15,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.51,-77.3
26,MARYLAND,April,Thunderstorm Wind,,38.98,-76.84
27,CALIFORNIA,March,Heavy Rain,,40.59,-121.08
25,CALIFORNIA,March,High Wind,,,
25,CALIFORNIA,March,High Wind,,,
25,CALIFORNIA,March,High Wind,,,
29,CALIFORNIA,April,Hail,0.10K,34.1922,-116.7093
11,MONTANA,August,Hail,0.00K,46.9,-108.54
11,MONTANA,August,Hail,0.00K,46.94,-108.2
12,TENNESSEE,February,High Wind,,,
6,TENNESSEE,February,Flash Flood,0.00K,36.2909,-83.7492
6,TENNESSEE,February,Flash Flood,3.00K,36.229,-84.03
6,TENNESSEE,February,Flash Flood,0.00K,36.129,-84
6,TENNESSEE,February,Flash Flood,0.00K,36.1911,-83.28
23,TENNESSEE,February,Flood,0.00K,35.81,-83.46
23,TENNESSEE,February,Flood,0.00K,36.2589,-82.5032
23,TENNESSEE,February,Flood,0.00K,36.33,-83.08
23,TENNESSEE,February,Flood,0.00K,35.7851,-83.5563
23,VIRGINIA,February,Flood,0.00K,36.6955,-81.98
23,TENNESSEE,February,Flood,550.00K,36.2,-83.05
7,TENNESSEE,April,Thunderstorm Wind,,36.05,-83.17
7,TENNESSEE,April,Hail,,36.18,-83
27,NEVADA,March,Heavy Rain,,39.09,-119.77
27,NEVADA,March,High Wind,,,
8,CALIFORNIA,April,Flash Flood,0.00K,41.6417,-120.2185
22,CALIFORNIA,April,Funnel Cloud,0.00K,32.8699,-116.4149
22,CALIFORNIA,April,Lightning,0.10K,33.0624,-116.6034
11,WISCONSIN,February,Winter Storm,0.00K,,
14,TENNESSEE,April,High Wind,,,
19,VIRGINIA,April,Flash Flood,0.00K,36.6023,-82.6633
15,WISCONSIN,January,Winter Weather,0.00K,,
5,WISCONSIN,February,Winter Weather,0.00K,,
5,WISCONSIN,February,Winter Weather,0.00K,,
5,WISCONSIN,February,Winter Weather,0.00K,,
5,WISCONSIN,February,Winter Weather,0.00K,,
5,WISCONSIN,February,Winter Weather,0.00K,,
5,WISCONSIN,February,Winter Weather,0.00K,,
7,WISCONSIN,February,Winter Weather,0.00K,,
7,WISCONSIN,February,Winter Weather,0.00K,,
7,WISCONSIN,February,Winter Weather,0.00K,,
7,WISCONSIN,February,Winter Weather,0.00K,,
7,WISCONSIN,February,Winter Weather,0.00K,,
7,WISCONSIN,February,Winter Weather,0.00K,,
7,WISCONSIN,February,Winter Weather,0.00K,,
7,WISCONSIN,February,Winter Weather,0.00K,,
23,WISCONSIN,February,Winter Weather,0.00K,,
23,WISCONSIN,February,Winter Weather,0.00K,,
23,WISCONSIN,February,Winter Weather,0.00K,,
23,WISCONSIN,February,Winter Weather,0.00K,,
23,WISCONSIN,February,Winter Weather,0.00K,,
21,KANSAS,April,Thunderstorm Wind,0.00K,38.7707,-101.6775
21,KANSAS,April,Thunderstorm Wind,0.00K,38.96,-100.49
12,MISSOURI,August,Excessive Heat,0.00K,,
12,MISSOURI,August,Excessive Heat,0.00K,,
12,MISSOURI,August,Heat,0.00K,,
12,MISSOURI,August,Heat,0.00K,,
12,MISSOURI,August,Heat,0.00K,,
12,MISSOURI,August,Heat,0.00K,,
12,KENTUCKY,August,Excessive Heat,0.00K,,
12,KENTUCKY,August,Excessive Heat,0.00K,,
12,KENTUCKY,August,Heat,0.00K,,
12,KENTUCKY,August,Heat,0.00K,,
12,KENTUCKY,August,Heat,0.00K,,
12,KENTUCKY,August,Heat,0.00K,,
28,WISCONSIN,January,Winter Storm,0.00K,,
28,WISCONSIN,January,Winter Storm,0.00K,,
27,WISCONSIN,January,Winter Storm,0.00K,,
27,WISCONSIN,January,Winter Storm,0.00K,,
27,WISCONSIN,January,Winter Weather,0.00K,,
12,KENTUCKY,August,Heat,0.00K,,
14,TENNESSEE,April,High Wind,,,
14,TENNESSEE,April,High Wind,,,
14,TENNESSEE,April,High Wind,,,
14,TENNESSEE,April,High Wind,,,
23,TENNESSEE,February,Flood,2.00K,35.2221,-85.17
27,WISCONSIN,January,Winter Storm,0.00K,,
28,WISCONSIN,January,Winter Storm,0.00K,,
28,WISCONSIN,January,Winter Storm,0.00K,,
27,WISCONSIN,January,Winter Storm,0.00K,,
22,WISCONSIN,January,Winter Weather,0.00K,,
22,WISCONSIN,January,Winter Weather,0.00K,,
22,WISCONSIN,January,Winter Storm,0.00K,,
5,WISCONSIN,February,Winter Weather,0.00K,,
11,FLORIDA,August,Flood,0.00K,30.3327,-81.6525
18,WISCONSIN,January,Winter Weather,0.00K,,
18,WISCONSIN,January,Winter Weather,0.00K,,
18,WISCONSIN,January,Winter Weather,0.00K,,
14,FLORIDA,August,Heavy Rain,0.00K,29.83,-82.6
26,MARYLAND,April,Thunderstorm Wind,,39.51,-76.55
26,MARYLAND,April,Thunderstorm Wind,,39.11,-76.58
15,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.7114,-77.036
26,MARYLAND,April,Thunderstorm Wind,,39.512,-76.7045
26,MARYLAND,April,Thunderstorm Wind,,39.6077,-76.6293
26,MARYLAND,April,Thunderstorm Wind,,39.2541,-76.6798
26,MARYLAND,April,Thunderstorm Wind,,39.02,-76.95
26,MARYLAND,April,Thunderstorm Wind,0.00K,39.5,-76.69
19,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,37.98,-75.86
15,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,39.4,-76.04
15,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,39.32,-76.25
15,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38,-76.47
19,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,37.98,-75.86
15,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,37.97,-75.88
19,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.22,-76.04
16,FLORIDA,August,Heavy Rain,0.00K,29.74,-82.42
16,FLORIDA,August,Heavy Rain,0.00K,29.35,-82.36
26,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,37.98,-75.86
26,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,37.97,-75.88
26,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,37.98,-75.86
26,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.26,-76.18
26,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.24,-76.83
26,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.2963,-76.4376
26,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.6706,-76.3394
26,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.2357,-76.9211
26,ATLANTIC NORTH,April,Marine Thunderstorm Wind,,38.47,-76.38
1,CALIFORNIA,March,Winter Weather,,,
1,CALIFORNIA,March,Winter Weather,,,
1,CALIFORNIA,March,Heavy Rain,,38.25,-119.22
27,CALIFORNIA,March,Heavy Rain,,38.8602,-120.0331
27,CALIFORNIA,March,Heavy Rain,,39.17,-120.15
29,CALIFORNIA,April,Lightning,0.10K,33.0436,-116.5606
6,TENNESSEE,February,Flash Flood,0.00K,36.15,-83.8338
6,TENNESSEE,February,Flash Flood,0.00K,36.2814,-83.2039
7,TENNESSEE,February,Flash Flood,1.00K,36.47,-82.948
7,TENNESSEE,February,Flash Flood,0.00K,36.2102,-83.0373
23,WISCONSIN,February,Winter Weather,0.00K,,
23,WISCONSIN,February,Winter Weather,0.00K,,
23,WISCONSIN,February,Winter Weather,0.00K,,
23,WISCONSIN,February,Winter Weather,0.00K,,
23,WISCONSIN,February,Winter Weather,0.00K,,
23,WISCONSIN,February,Winter Weather,0.00K,,
23,WISCONSIN,February,Winter Weather,0.00K,,
24,WISCONSIN,February,Strong Wind,1.00K,,
24,WISCONSIN,February,Strong Wind,1.00K,,
24,WISCONSIN,February,Strong Wind,1.00K,,
24,WISCONSIN,February,Strong Wind,1.00K,,
24,WISCONSIN,February,Strong Wind,1.00K,,
24,WISCONSIN,February,Strong Wind,1.00K,,
12,KENTUCKY,August,Excessive Heat,0.00K,,
12,KENTUCKY,August,Excessive Heat,0.00K,,
11,WISCONSIN,February,Winter Storm,0.00K,,
11,WISCONSIN,February,Winter Storm,0.00K,,
11,WISCONSIN,February,Winter Storm,0.00K,,
5,IDAHO,April,Sleet,10.00K,,
8,IDAHO,April,Flood,0.00K,43.5924,-114.32
21,IDAHO,April,Flood,0.00K,43.5924,-114.32
27,IDAHO,April,High Wind,0.00K,,
21,KANSAS,April,Thunderstorm Wind,0.00K,38.9872,-100.2612
21,KANSAS,April,Thunderstorm Wind,0.00K,39.36,-99.69
21,KANSAS,April,Thunderstorm Wind,0.00K,39.3741,-99.8299
26,COLORADO,April,Thunderstorm Wind,0.00K,39.6501,-102.1424
26,COLORADO,April,Thunderstorm Wind,0.00K,39.7453,-102.273
28,KANSAS,April,Hail,,39.5819,-101.72
28,KANSAS,April,Hail,,39.1908,-101.72
27,WISCONSIN,January,Winter Weather,0.00K,,
8,OHIO,August,Thunderstorm Wind,2.00K,39.72,-82.3
8,OHIO,August,Thunderstorm Wind,2.00K,39.71,-82.21
8,OHIO,August,Thunderstorm Wind,2.00K,39.53,-81.51
8,OHIO,August,Thunderstorm Wind,10.00K,39.73,-82.34
8,OHIO,August,Thunderstorm Wind,2.00K,39.5,-81.91
8,OHIO,August,Thunderstorm Wind,7.00K,39.38,-81.67
8,OHIO,August,Thunderstorm Wind,2.00K,39.5,-82.08
8,OHIO,August,Thunderstorm Wind,5.00K,39.48,-82.08
13,NEBRASKA,March,Flood,250.00K,42.4552,-98.6625
16,NEBRASKA,March,Flood,100.00K,42.5439,-99.0068
13,NEBRASKA,March,Winter Storm,0.00K,,
13,NEBRASKA,March,Winter Storm,0.00K,,
13,NEBRASKA,March,Flood,250.00K,41.3973,-100.5248
13,NEBRASKA,March,Flood,50.00K,41.3612,-100.5594
13,NEBRASKA,March,Winter Storm,0.00K,,
13,NEBRASKA,March,High Wind,0.00K,,
13,NEBRASKA,March,Flood,500.00K,41.62,-99.86
13,NEBRASKA,March,Flood,100.00K,41.02,-100.37
13,NEBRASKA,March,Winter Storm,0.00K,,
13,NEBRASKA,March,Flood,250.00K,41.75,-98.75
13,NEBRASKA,March,Flood,15.00K,41.3212,-100.6586
13,NEBRASKA,March,High Wind,0.00K,,
13,NEBRASKA,March,High Wind,0.00K,,
13,NEBRASKA,March,High Wind,0.00K,,
14,NEBRASKA,March,High Wind,0.00K,,
13,NEBRASKA,March,High Wind,0.00K,,
13,NEBRASKA,March,Flood,500.00K,41.63,-99.37
14,NEBRASKA,March,Flood,0.00K,42.58,-99.61
13,NEBRASKA,March,Flood,250.00K,42.6,-99.33
13,NEBRASKA,March,High Wind,0.00K,,
13,NEBRASKA,March,High Wind,0.00K,,
14,NEBRASKA,March,High Wind,0.00K,,
23,TENNESSEE,February,Flood,2.75M,35.5911,-84.1
11,MONTANA,August,Hail,,45.45,-112.2
13,NEBRASKA,March,Blizzard,0.00K,,
13,NEBRASKA,March,Blizzard,0.00K,,
13,NEBRASKA,March,High Wind,0.00K,,
13,NEBRASKA,March,High Wind,0.00K,,
13,NEBRASKA,March,Flood,3.00M,42.8476,-98.85
10,NEBRASKA,April,Winter Storm,0.00K,,
10,NEBRASKA,April,Winter Storm,0.00K,,
26,NEW JERSEY,April,Lightning,2.00K,41.0014,-74.1754
11,MONTANA,August,Hail,,45.45,-112.1587
13,NEBRASKA,March,Blizzard,0.00K,,
13,NEBRASKA,March,Blizzard,0.00K,,
10,NEBRASKA,April,Winter Storm,0.00K,,
10,NEBRASKA,April,Winter Storm,0.00K,,
15,NEW JERSEY,April,Lightning,15.00K,40.8206,-74.111
15,NEW JERSEY,April,Thunderstorm Wind,3.00K,40.7902,-74.1723
15,ATLANTIC NORTH,April,Marine Thunderstorm Wind,0.00K,40.7876,-72.7486
10,NEBRASKA,April,Winter Storm,0.00K,,
10,NEBRASKA,April,Winter Storm,0.00K,,
3,NEBRASKA,March,Extreme Cold/Wind Chill,0.00K,,
3,NEBRASKA,March,Extreme Cold/Wind Chill,0.00K,,
13,NEBRASKA,March,Flood,500.00K,41.21,-100.03
10,NEBRASKA,April,Winter Storm,0.00K,,
10,NEBRASKA,April,Winter Storm,0.00K,,
10,NEBRASKA,April,Winter Storm,0.00K,,
10,NEBRASKA,April,Winter Storm,0.00K,,
13,NEBRASKA,March,Blizzard,0.00K,,
3,FLORIDA,July,Thunderstorm Wind,0.00K,30.3,-81.77
13,NEBRASKA,March,Flood,5.00M,42.8268,-98.4734
13,NEBRASKA,March,Blizzard,0.00K,,
10,NEBRASKA,April,Winter Storm,0.00K,,
10,NEBRASKA,April,Winter Storm,0.00K,,
3,NEBRASKA,March,Extreme Cold/Wind Chill,0.00K,,
13,NEBRASKA,March,Flood,1.00M,42.8587,-99.1018
10,NEBRASKA,April,Winter Storm,0.00K,,
19,TENNESSEE,April,High Wind,,,
13,NEBRASKA,March,Flood,200.00K,41.14,-99.76
13,NEBRASKA,March,Flood,25.00K,41.35,-99.52
14,HAWAII,February,Heavy Rain,0.00K,21.5692,-158.2231
10,NEBRASKA,April,Winter Storm,0.00K,,
10,NEBRASKA,April,Winter Storm,0.00K,,
10,NEBRASKA,April,Winter Storm,0.00K,,
13,NEBRASKA,March,Winter Storm,0.00K,,
14,NEBRASKA,March,Flood,1.00M,41.63,-99.37
14,HAWAII,February,Flash Flood,0.00K,20.9177,-156.3282
19,KENTUCKY,January,Winter Weather,,,
19,OHIO,January,Winter Storm,,,
19,OHIO,January,Winter Storm,,,
19,OHIO,January,Winter Storm,,,
19,OHIO,January,Winter Storm,,,
19,OHIO,January,Winter Storm,,,
19,OHIO,January,Winter Storm,,,
19,OHIO,January,Winter Storm,,,
19,INDIANA,January,Winter Storm,,,
19,INDIANA,January,Winter Storm,,,
19,INDIANA,January,Winter Storm,,,
19,KENTUCKY,January,Winter Storm,,,
19,KENTUCKY,January,Winter Storm,,,
19,KENTUCKY,January,Winter Storm,,,
19,KENTUCKY,January,Winter Weather,,,
19,KENTUCKY,January,Winter Weather,,,
8,NORTH DAKOTA,July,Hail,0.00K,47.52,-100.89
19,OHIO,January,Winter Storm,,,
19,OHIO,January,Winter Storm,,,
19,OHIO,January,Winter Storm,,,
19,OHIO,January,Winter Storm,,,
12,OHIO,January,Winter Storm,,,
12,OHIO,January,Winter Storm,,,
12,OHIO,January,Winter Storm,,,
12,OHIO,January,Winter Storm,,,
12,OHIO,January,Winter Storm,,,
19,INDIANA,January,Winter Storm,,,
19,INDIANA,January,Winter Storm,,,
19,INDIANA,January,Winter Storm,,,
19,OHIO,January,Winter Storm,,,
12,OHIO,January,Winter Storm,,,
12,OHIO,January,Winter Storm,,,
12,OHIO,January,Winter Storm,,,
19,OHIO,January,Winter Storm,,,
19,OHIO,January,Winter Weather,,,
19,OHIO,January,Winter Weather,,,
19,OHIO,January,Winter Weather,,,
19,OHIO,January,Winter Weather,,,
19,OHIO,January,Winter Weather,,,
30,INDIANA,January,Extreme Cold/Wind Chill,0.00K,,
30,INDIANA,January,Extreme Cold/Wind Chill,0.00K,,
30,INDIANA,January,Extreme Cold/Wind Chill,0.00K,,
30,INDIANA,January,Extreme Cold/Wind Chill,0.00K,,
30,INDIANA,January,Extreme Cold/Wind Chill,0.00K,,
30,INDIANA,January,Extreme Cold/Wind Chill,0.00K,,
19,OHIO,January,Winter Storm,,,
19,OHIO,January,Winter Storm,,,
30,OHIO,January,Extreme Cold/Wind Chill,0.00K,,
30,OHIO,January,Extreme Cold/Wind Chill,0.00K,,
19,OHIO,January,Winter Storm,,,
19,OHIO,January,Winter Storm,,,
19,OHIO,January,Winter Storm,,,
19,OHIO,January,Winter Storm,,,
19,OHIO,January,Winter Storm,,,
19,OHIO,January,Winter Storm,,,
30,OHIO,January,Extreme Cold/Wind Chill,0.00K,,
30,OHIO,January,Extreme Cold/Wind Chill,0.00K,,
30,OHIO,January,Extreme Cold/Wind Chill,0.00K,,
30,OHIO,January,Extreme Cold/Wind Chill,0.00K,,
30,OHIO,January,Extreme Cold/Wind Chill,0.00K,,
30,OHIO,January,Extreme Cold/Wind Chill,0.00K,,
30,OHIO,January,Extreme Cold/Wind Chill,0.00K,,
11,ILLINOIS,January,Heavy Snow,0.00K,,
12,ILLINOIS,January,Heavy Snow,0.00K,,
11,ILLINOIS,January,Heavy Snow,0.00K,,
11,ILLINOIS,January,Heavy Snow,0.00K,,
9,NEW MEXICO,August,Thunderstorm Wind,0.00K,34.43,-103.07
7,NEW MEXICO,August,Flash Flood,0.00K,36.5374,-105.0108
11,ILLINOIS,January,Heavy Snow,0.00K,,
12,ILLINOIS,January,Heavy Snow,0.00K,,
11,ILLINOIS,January,Heavy Snow,0.00K,,
11,MONTANA,August,Thunderstorm Wind,,45.5681,-112.017
14,NEW MEXICO,August,Thunderstorm Wind,50.00K,35.61,-103.1
14,NEW MEXICO,August,Thunderstorm Wind,75.00K,35.61,-103.22
11,ILLINOIS,January,Heavy Snow,0.00K,,
11,ILLINOIS,January,Heavy Snow,0.00K,,
11,ILLINOIS,January,Heavy Snow,0.00K,,
12,ILLINOIS,January,Heavy Snow,0.00K,,
11,ILLINOIS,January,Heavy Snow,0.00K,,
11,ILLINOIS,January,Heavy Snow,0.00K,,
30,WEST VIRGINIA,January,Cold/Wind Chill,,,
11,MONTANA,August,Hail,,45.3602,-112.1054
3,NEBRASKA,March,Extreme Cold/Wind Chill,0.00K,,
4,NEBRASKA,March,Extreme Cold/Wind Chill,0.00K,,
4,NEBRASKA,March,Extreme Cold/Wind Chill,0.00K,,
4,NEBRASKA,March,Extreme Cold/Wind Chill,0.00K,,
11,ILLINOIS,January,Heavy Snow,0.00K,,
11,ILLINOIS,January,Heavy Snow,0.00K,,
3,NEBRASKA,March,Extreme Cold/Wind Chill,0.00K,,
3,NEBRASKA,March,Extreme Cold/Wind Chill,0.00K,,
30,DISTRICT OF COLUMBIA,January,Cold/Wind Chill,,,
21,MARYLAND,January,Cold/Wind Chill,,,
21,MARYLAND,January,Cold/Wind Chill,,,
21,MARYLAND,January,Cold/Wind Chill,,,
21,MARYLAND,January,Cold/Wind Chill,,,
11,ILLINOIS,January,Heavy Snow,0.00K,,
11,ILLINOIS,January,Heavy Snow,0.00K,,
29,VIRGINIA,January,Winter Weather,,,
29,VIRGINIA,January,Winter Weather,,,
29,VIRGINIA,January,Winter Weather,,,
29,VIRGINIA,January,Winter Weather,,,
9,MISSISSIPPI,March,Thunderstorm Wind,5.00K,33.39,-89.28
5,LAKE MICHIGAN,August,Marine Thunderstorm Wind,0.00K,45.3121,-85.3261
16,NEBRASKA,March,Flood,100.00K,41.56,-99.26
