text,lat,lon
RURAL,44.247,-89.2216
BERLIN,43.9915,-88.8958
COLOMA,43.9896,-89.5907
WEST PLAINFIELD,44.2415,-89.5928
WEST BLOOMFIELD,44.239,-88.8965
TIBBIE,31.4188,-88.2566
TIBBIE,31.4195,-88.254
SIMS CHAPEL,31.2118,-88.1575
SIMS CHAPEL,31.2152,-88.1142
GAINESTOWN,31.45,-87.7
SEARCY,31.9074,-86.4802
HONORAVILLE,31.9065,-86.4459
HONORAVILLE,31.9142,-86.4016
FREEMANVILLE,31.0433,-87.5171
STEDMAN,31.1,-86.32
ATHBOY,45.74,-102
BLACK HORSE,45.72,-101.39
BULLHEAD,45.77,-101.1
LITTLE EAGLE,45.66,-100.7
LITTLE EAGLE,45.6057,-100.7073
ATHBOY,45.6883,-101.9996
BEAR CREEK,45.16,-101.49
PARADE,45.15,-101.06
WHITEHORSE,45.24,-100.84
PROMISE,45.34,-100.6
PROMISE,45.37,-100.62
WHITEHORSE,45.28,-100.92
WHITEHORSE,45.21,-101.08
BEAR CREEK,45.22,-101.49
WENDTE,44.17,-100.78
WENDTE,44.26,-100.68
WENDTE,44.3,-100.54
FT PIERRE,44.37,-100.37
FT PIERRE,44.34,-100.34
WENDTE,44.26,-100.51
WENDTE,44.17,-100.72
CAPA,44.1,-101.05
VAN METRE,44.17,-100.78
VAN METRE,44.17,-100.71
VAN METRE,44.11,-100.84
CAPA,44.07,-101.05
(ALM)WH SANDS/ALAMAG,32.8008,-105.9964
CHALYBEATE,37.1,-86.2
ARTHUR,37.17,-86.21
FLAT ROCK,36.6754,-86.5843
GEDDES,36.6543,-86.5895
FRANKLIN,36.7,-86.59
HIGHLAND SPGS,37.13,-86.02
HORSE CAVE,37.18,-85.91
SUMMERSVILLE,37.3257,-85.543
GREENSBURG,37.272,-85.5027
CROPPER,38.34,-85.16
SCHWEIZER,36.6528,-86.6001
GEDDES,36.6528,-86.5899
GEDDES,36.6453,-86.5796
FLAT ROCK,36.6883,-86.5709
FLAT ROCK,36.69,-86.5881
ABBEVILLE,34.203,-82.391
ABBEVILLE,34.204,-82.364
BLAIRTON,39.4487,-77.9234
BLAIRTON,39.448,-77.9372
(MRB)SHEPHERD FLD MR,39.3673,-77.9612
(MRB)SHEPHERD FLD MR,39.3655,-77.9534
(MRB)SHEPHERD FLD MR,39.3805,-77.9277
MULBERRY,32.471,-86.747
MULBERRY,32.4762,-86.7385
INDEPENDENCE,32.49,-86.69
AUTAUGAVILLE,32.47,-86.71
CARVER COURT,32.3455,-85.7356
SOCIETY HILL,32.4473,-85.4356
MARVYN,32.4473,-85.4356
PRINCE XRD,32.4914,-85.2738
SOCIETY HILL,32.4472,-85.4818
SOCIETY HILL,32.4571,-85.4362
BUPREE,32.4571,-85.4362
STONEWALL,32.575,-85.057
BOSWELL,31.9637,-85.7804
BOSWELL,31.9637,-85.7733
BATESVILLE,31.9653,-85.3392
LUGO,31.9507,-85.2283
EUFAULA WEEDON ARPT,31.9483,-85.1537
EUFAULA WEEDON ARPT,31.9485,-85.0833
PACE,30.6,-87.1164
MILTON,30.6198,-87.0419
MILTON,30.63,-87.03
EGLIN AFB,30.48,-86.53
PUNTA TUNA LIGHTHOUSE,17.914,-66.1118
TOA BAJA,18.4499,-66.1777
TOA BAJA,18.4459,-66.1811
TOA BAJA,18.4424,-66.1735
TOA BAJA,18.4476,-66.1724
MARQUETTE,43.0798,-91.18
CLAYTON,42.9062,-91.1482
CLAYTON,42.8679,-91.1042
TURKEY RIVER,42.7217,-91.052
NORTH BUENA VISTA,42.6714,-90.8976
NORTH BUENA VISTA,42.6465,-90.8976
STRAWBERRY PT,42.6465,-91.6063
LUANA,43.0798,-91.6063
CHARLES CITY,43.0691,-92.6844
WALLER,43.0584,-92.6647
CHARLES CITY,43.0536,-92.6674
CHARLES CITY,43.0547,-92.6694
WALLER,43.0575,-92.6662
CHARLES CITY,43.0689,-92.6871
CHARLES CITY,43.0718,-92.687
CHARLES CITY,43.0725,-92.6835
CHESTER,43.422,-91.5073
CHESTER,43.4289,-91.5018
BLUFORD,38.4458,-88.75
BLUFORD,38.33,-88.75
(MVN)MT VERNON ARPT,38.3284,-88.8406
HARMONY,38.3895,-88.8403
HARMONY,38.3816,-88.7524
FAIRFIELD,38.38,-88.37
FAIRFIELD,38.3391,-88.3178
FAIRFIELD,38.3288,-88.4353
FAIRFIELD,38.38,-88.4623
FAIRFIELD,38.4077,-88.4553
GALETON,40.52,-104.54
BARNESVILLE,40.52,-104.49
GALETON,40.54,-104.53
PROSPECT VALLEY,40.11,-104.37
ROGGEN,40.16,-104.44
STRASBURG,39.88,-104.3
GALETON,40.52,-104.54
D LO,31.98,-89.93
D LO,32.0155,-89.9377
D LO,32.0036,-89.9007
D LO,31.9803,-89.9043
MERIT,31.93,-89.91
MERIT,31.9278,-89.906
MENDENHALL,31.9354,-89.899
MERIT,31.9391,-89.905
PEARSON,32.26,-90.13
PEARSON,32.2571,-90.1293
PEARSON,32.2573,-90.1351
PEARSON,32.2615,-90.1351
WEATHERSBY,31.9584,-89.8399
D LO,31.99,-89.86
D LO,32.0148,-89.9206
D LO,31.9698,-89.9335
MENDENHALL,31.9442,-89.8685
FLOWOOD,32.2741,-90.1293
FLOWOOD,32.2719,-90.1292
FLOWOOD,32.2727,-90.1336
FLOWOOD,32.2772,-90.1328
FLOWOOD,32.2765,-90.1289
MORRISON,39.66,-105.15
GREENWOOD VLG,39.7,-104.88
IDLEDALE,39.7,-105.28
DENVER,39.72,-104.95
AURORA CHERRY CREEK,39.67,-104.85
DENVER,39.8,-104.98
(DEN)DENVER INTL ARP,39.8,-104.93
(DEN)DENVER INTL ARP,39.76,-104.85
GLENDALE,39.69,-104.85
DENVER,39.71,-105.05
STRINGTOWN,36.7602,-90.5672
STRINGTOWN,36.7445,-90.5633
HARVIELL,36.6922,-90.4033
PAWNEE BUTTES,40.91,-103.84
PAWNEE BUTTES,40.91,-103.84
ROGGEN,40.19,-104.4
AMHERST,40.62,-102.05
BYERS,39.73,-104.31
BENNETT,39.76,-104.41
BENNETT,39.74,-104.37
AULT,40.58,-104.76
AULT,40.59,-104.73
CLEARWATER BEACH,27.99,-82.83
CLEARWATER BEACH,28.06,-82.81
LONGBOAT KEY,27.4015,-82.5586
VELDA ROSE ESTATES,33.45,-111.73
PHOENIX TURF ARPT,33.64,-112
MILDRED,46.76,-105.01
FLATWILLOW,46.9,-108.54
WINNETT,46.94,-108.2
FLATWILLOW,46.9,-108.33
LINDSAY DIVIDE DOT,47.28,-105.29
BEAVER HILL DOT,47.03,-104.34
WIBAUX,46.98,-104.18
(CYS)CHEYENNE AIRPORT,41.19,-104.85
(CYS)CHEYENNE AIRPORT,41.17,-104.77
(CYS)CHEYENNE AIRPORT,41.3,-104.79
(CYS)CHEYENNE AIRPORT,41.29,-104.79
(CYS)CHEYENNE AIRPORT,41.29,-104.79
(CYS)CHEYENNE AIRPORT,41.29,-104.79
(CYS)CHEYENNE AIRPORT,41.3,-104.83
(CYS)CHEYENNE AIRPORT,41.29,-104.79
POTTER,41.23,-103.3
HILLSDALE,41.21,-104.48
HILLSDALE,41.16,-104.48
ARCOLA,41.1461,-104.4633
HILLSDALE,41.23,-104.45
HILLSDALE,41.21,-104.48
HILLSDALE,41.1747,-104.5251
HILLSDALE,41.1649,-104.5241
HILLSDALE,41.1641,-104.4989
HILLSDALE,41.1751,-104.499
HILLSDALE,41.1908,-104.4888
HILLSDALE,41.183,-104.4884
HILLSDALE,41.1843,-104.4416
HILLSDALE,41.1903,-104.4406
NATWICK,41.97,-105.07
WHITING,42,-104.98
SLATER,41.84,-104.93
SLATER,41.847,-104.8969
SLATER,41.8337,-104.9002
SLATER,41.8566,-104.854
SLATER,41.8636,-104.8612
CHUGWATER,41.76,-104.8
CHUGWATER,41.7582,-104.8162
CHUGWATER,41.7499,-104.8208
CHUGWATER,41.748,-104.8077
BORDEAUX,41.9165,-104.8699
BORDEAUX,41.9021,-104.8646
BORDEAUX,41.9049,-104.8569
BORDEAUX,41.9167,-104.8583
GERING,41.83,-103.67
SCOTTSBLUFF,41.87,-103.64
SCOTTSBLUFF,41.87,-103.67
GERING,41.8,-103.67
SCOTTSBLUFF,41.89,-103.66
GERING,41.83,-103.67
(BFF)HELIG FIELD,41.87,-103.6
MELBETA,41.78,-103.52
GASTON JCT,39.48,-80.15
KEY BISCAYNE,25.82,-80.18
WILKESBORO,36.1464,-81.1683
IRVING,37.33,-79.69
IRVING,37.33,-79.67
FINCASTLE,37.5,-79.88
BLUE RIDGE,37.38,-79.81
CORAL SPGS,26.2795,-80.2335
ROLLING HILL,37.18,-78.76
BACHELORS HALL,36.61,-79.53
PORT OF PALM BEACH,26.71,-79.96
WEST HOLLYWOOD,26.03,-80.2
WEST HOLLYWOOD,26.0338,-80.2002
WEST HOLLYWOOD,26.0342,-80.1956
WEST HOLLYWOOD,26.0309,-80.1957
LIGHTHOUSE PT,26.2645,-80.1274
WIGGINS PASS,25.94,-81.75
BIRD CITY,39.75,-101.53
BIRD CITY,39.75,-101.53
WRAY BOWMAN ARPT,40.03,-102.29
WRAY MUNI ARPT,40.15,-102.23
STUART,27.2,-80.17
BIG SPRING,32.25,-101.47
GRETNA,36.96,-79.36
WURNO,37.102,-80.78
WURNO,37.103,-80.776
ALUM SPGS,37.1203,-80.7926
DORA,37.0758,-80.7699
WHITE GATE,37.1971,-80.8443
WHITE GATE,37.1637,-80.8572
STEWARTSVILLE,37.27,-79.8
GOODVIEW,37.2219,-79.6815
GURN SPG,43.17,-73.74
SARATOGA SPGS,43.07,-73.77
BACON HILL,43.16,-73.63
ROUND LAKE,42.94,-73.8
WHITEFIELD,41.8,-74.21
COTTEKILL,41.85,-74.08
NORTH EASTON,43.02,-73.55
MOMBACOUS,41.84,-74.34
COHOES,42.77,-73.71
CLINTON HOLLOW,41.85,-73.82
SNYDERS CORNER,42.68,-73.61
STUYVESANT,42.39,-73.78
KINDERHOOK,42.39,-73.7
GHENT,42.33,-73.63
ROESSLEVILLE,42.6883,-73.7996
ROESSLEVILLE,42.6887,-73.8
ROESSLEVILLE,42.6888,-73.7999
ROESSLEVILLE,42.6884,-73.7995
MAYO,36.6,-78.84
SPOUT SPG,37.347,-78.9586
EVERGREEN,37.34,-78.76
ALTON,36.5883,-78.9914
SOUTH BOSTON,36.7047,-78.8904
DANVILLE,36.59,-79.41
STONEVILLE,36.4656,-79.9161
ERIE,37.57,-95.24
ERIE,37.57,-95.24
CHERRYVALE,37.27,-95.55
PARSONS,37.35,-95.29
THAYER,37.39,-95.52
ERIE,37.5636,-95.2514
ERIE,37.57,-95.24
ERIE,37.5794,-95.2383
ERIE,37.5775,-95.2516
ERIE,37.5712,-95.2578
CHERRYVALE,37.27,-95.55
ERIE,37.5819,-95.2349
ERIE,37.5743,-95.2653
ERIE,37.5657,-95.2589
ERIE,37.5598,-95.2318
WINDHAM,43.19,-72.73
WINDHAM,43.19,-72.72
LENOX,42.36,-73.29
LEE,42.31,-73.25
BECKET,42.33,-73.08
HALSTEAD,38,-97.51
HALSTEAD,38,-97.51
HALSTEAD,38,-97.51
HALSTEAD,38,-97.51
HALSTEAD,38,-97.51
VIOLA,37.56,-97.6
VIOLA,37.56,-97.63
CONWAY SPGS,37.46,-97.67
CHANUTE,37.6728,-95.4451
CHANUTE,37.68,-95.41
GUILFORD,36.07,-79.9
TERRA COTTA,36.07,-79.85
PINECROFT,36.04,-79.85
SEDGEFIELD,36.04,-79.9
MILLBROOK,35.81,-78.62
BRENTWOOD,35.82,-78.6
WILDERS GROVE,35.77,-78.59
SHALE BRICK,35.79,-80.14
FAIR GROVE,35.86,-80.08
BLOOMINGTON,35.33,-80.3
KOONTZVILLE,36.15,-79.77
LAKEVIEW,35.19,-79.3
VASS,35.22,-79.29
TERRA COTTA,36.05,-79.84
CARPENTER,35.81,-78.89
RALEIGH,35.81,-78.65
ECHO HGTS,35.74,-78.65
APEX,35.74,-78.89
WIGGINS PASS,25.9815,-81.729
PALM BEACH GARDENS,26.804,-80.0648
BOCA RATON,26.44,-80.02
BOCA RATON,26.48,-79.98
MIAMI BEACH,25.81,-80
HALLANDALE BEACH,25.95,-79.98
BOCA RATON,26.4614,-79.9759
ROOSEVELT GRPVN ARPT,33.6065,-111.0251
BRIDGEPORT AIRPORT,41.17,-73.13
BREEZY POINT WXFLOW,40.55,-73.93
WOODSIDE,40.7684,-73.9071
PATTERSON TRACT,36.4,-119.36
DINUBA,36.53,-119.38
EL NIDO,37.13,-120.5
BRODHEAD,37.403,-84.4153
BRODHEAD,37.4025,-84.415
BRODHEAD,37.4024,-84.4146
BRODHEAD,37.4029,-84.4149
HAVASUPAI,36.0932,-112.6338
HAVASUPAI,36.2145,-112.5766
HAVASUPAI,36.3152,-112.7439
HAVASUPAI,36.3023,-112.7653
HAVASUPAI,36.2416,-112.7209
HAVASUPAI,36.1328,-112.8175
CANYON,34.09,-112.15
ROCK SPGS,34.0346,-112.1507
ROCK SPGS,33.963,-112.1939
CASTLE HOT SPGS,33.9593,-112.2463
BUMBLE BEE,34.1709,-112.1856
(ADW)ANDREWS AFB CAM,38.8,-76.87
QUINCE ORCHARD,39.11,-77.24
SOMERSET,38.95,-77.1
BETHESDA,38.96,-77.12
MORGANZA,38.38,-76.71
LOVEVILLE,38.35,-76.66
LOVEVILLE,38.37,-76.69
BROOKEVILLE,39.2,-77.07
BRADDOCK HGTS,39.44,-77.46
NEW MIDWAY,39.57,-77.29
(ADW)ANDREWS AFB CAM,38.8,-76.87
HERNDON,38.99,-77.36
HUPP,38.61,-78.7
SUNSET HILLS,38.94,-77.36
CHANTILLY,38.9,-77.41
EDOM,38.52,-78.86
NEW MARKET ARPT,38.65,-78.69
SPRING CREEK,38.4,-79.03
SPRING CREEK,38.39,-79.01
HERNDON HGTS,39,-77.38
THOMASVILLE,35.9367,-80.0789
GREENSBORO ARHRBR AR,36.1687,-79.8043
RUDD,36.1877,-79.7614
TRINITY,35.8944,-79.9891
ARCHDALE,35.9145,-79.9686
TERRA COTTA,36.0748,-79.8409
MC LEANSVILLE,36.1074,-79.6584
ELON COLLEGE,36.0805,-79.5269
ALTAMAHAW,36.2113,-79.5242
OCCONEECHEE,36.0791,-79.0965
ASHEBORO,35.6723,-79.8318
CARRBORO,35.9519,-79.0755
VALENTINE,42.8688,-100.5691
VALENTINE,42.8766,-100.5643
VALENTINE,42.8819,-100.5542
VALENTINE,42.885,-100.533
VALENTINE,42.8658,-100.5388
ARTHUR,41.48,-101.81
CODY,42.98,-101.25
LAKE MC CONAGHY,41.26,-101.76
KILGORE,42.79,-100.96
LEMOYNE,41.29,-101.78
OGALLALA,41.13,-101.68
HERSHEY,41.08,-101
STUART,42.8,-99.03
STUART,42.77,-99.04
ROSE,42.13,-99.38
SPENCER,42.87,-98.7
EMMET,42.66,-98.8
STUART,42.68,-98.98
(ONL)O NEILL ARPT,42.69,-98.65
EMMET,42.48,-98.81
BURWELL,41.75,-99.13
(ONL)O NEILL ARPT,42.46,-98.65
BARTLETT,41.83,-98.52
BRANDON,40.9263,-101.9215
GRANT,41.026,-101.8731
GRANT,41.0333,-101.7319
GRANT,40.9255,-101.7306
OSHKOSH,41.51,-102.21
OSHKOSH,41.57,-102.13
GRANT,40.91,-101.64
LEMOYNE,41.3,-102.05
BIG SPGS,41.06,-102.07
BIG SPGS,41.11,-102.14
LEMOYNE,41.29,-101.92
BRULE,41.1,-101.89
BIG SPGS,41.06,-102.13
GRANT,40.91,-101.64
MADRID,40.84,-101.53
GRANT,40.91,-101.64
GRANT,40.94,-101.67
LEWELLEN,41.24,-102.08
MADRID,40.78,-101.54
MADRID,40.74,-101.48
IRWIN,42.15,-101.76
LEWELLEN,41.33,-102.14
LAMAR,40.49,-101.98
ENDERS,40.51,-101.44
LAMAR,40.44,-101.98
HAMLET,40.47,-101.3
OSHKOSH,41.51,-102.21
MADRID,40.74,-101.48
ELLSWORTH,42.37,-102.2
IRWIN,42.23,-101.85
IMPERIAL,40.52,-101.64
IMPERIAL,40.52,-101.64
CALDWELL,35.441,-80.837
HUNTERSVILLE,35.398,-80.842
CLT BROCKENBROUGH AR,35.33,-80.83
HNTRSVILLE BRDFRD AR,35.412,-80.81
NEWPORT,42.58,-99.36
STUART,42.72,-98.97
STUART,42.72,-98.97
HERSHEY,41.1634,-101.0112
HERSHEY,41.1642,-100.9921
HERSHEY,41.1546,-100.9929
HERSHEY,41.1553,-101.0104
NORTH PLATTE,41.132,-100.7633
NORTH PLATTE,41.1379,-100.7627
NORTH PLATTE,41.1373,-100.7564
NORTH PLATTE,41.1319,-100.7545
NORTH PLATTE,41.1344,-100.7937
NORTH PLATTE,41.1343,-100.7888
NORTH PLATTE,41.133,-100.7888
NORTH PLATTE,41.133,-100.7932
MILLS,42.99,-99.3
ATKINSON,42.63,-98.93
AINSWORTH,42.55,-99.86
(ANW)AINSWORTH MUNI,42.5,-100
ROSE,42.24,-99.66
TAYLOR,41.81,-99.38
BUFFALO MUNI ARPT,45.1248,-93.8744
BUFFALO MUNI ARPT,45.13,-93.87
TAYLOR,41.77,-99.38
TAYLOR,41.7769,-99.126
TAYLOR,41.7567,-99.1285
TAYLOR,41.7465,-99.3744
BURWELL,41.9297,-99.3365
BURWELL,41.9272,-99.3452
BURWELL,41.9256,-99.3425
BURWELL,41.9285,-99.3367
SARGENT,41.6443,-99.3848
SARGENT,41.6486,-99.37
SARGENT,41.6437,-99.3562
SARGENT,41.6369,-99.3564
SARGENT,41.6365,-99.3846
BLAISDELL CORNERS,43.36,-70.91
EAST WESTMORELAND,42.9886,-72.3134
NORTH CONWAY,44.05,-71.13
NORTH CONWAY,44.0544,-71.1207
REDSTONE,44.0241,-71.1077
NORTH CONWAY ARPT,44.0213,-71.1207
SOMERSWORTH,43.28,-70.9
QUINN,43.9944,-71.1106
MEREDITH,43.66,-71.5
NEWMARKET,43.13,-70.93
LUSK,37.0804,-89.3774
ILLMO,37.2292,-89.4701
MT VERNON,37.9255,-87.9002
MT VERNON,37.9267,-87.9097
HOVEY,37.8809,-87.9601
HOVEY,37.8805,-87.9357
EAST MT CARMEL,38.4,-87.73
CRAWLEYVILLE,38.28,-87.83
CRAWLEYVILLE,38.2935,-87.8313
SKELTON,38.3503,-87.8099
EAST MT CARMEL,38.4052,-87.746
SAVAH,38.02,-87.98
SAVAH,38.027,-88.0055
NEW HARMONY,38.1272,-87.9425
NEW HARMONY,38.1231,-87.9379
HAZLETON,38.48,-87.53
HAZLETON,38.4921,-87.5397
GIRO,38.5099,-87.4679
GIRO,38.4931,-87.4569
PETERSBURG,38.5,-87.28
PETERSBURG,38.5105,-87.2905
PETERSBURG,38.5406,-87.2443
ALGIERS,38.5484,-87.198
ALGIERS,38.5382,-87.1957
UNIONTOWN,37.77,-87.93
UNIONTOWN,37.7733,-87.9755
UNIONTOWN,37.7702,-87.9983
UNIONTOWN,37.7636,-87.9372
CINCINNATI,39.1,-84.53
CINCINNATI,39.1013,-84.5309
CINCINNATI,39.1015,-84.5347
CINCINNATI,39.0999,-84.5348
STUBBS MILLS,39.39,-84.17
STUBBS MILLS,39.3884,-84.1691
STUBBS MILLS,39.3883,-84.1667
STUBBS MILLS,39.3902,-84.1675
HAMMEL,39.3628,-84.059
HAMMEL,39.361,-84.0585
HAMMEL,39.3615,-84.0572
HAMMEL,39.363,-84.0576
SOUTHGATE,39.045,-84.4687
SOUTHGATE,39.0419,-84.4647
SOUTHGATE,39.04,-84.47
SOUTHGATE,39.0438,-84.4708
BRENT,39.0574,-84.4356
BRENT,39.0561,-84.4346
BRENT,39.0564,-84.4334
BRENT,39.0575,-84.4339
SUGARTIT,38.9682,-84.6611
SUGARTIT,38.96,-84.66
SUGARTIT,38.9608,-84.6549
SUGARTIT,38.9686,-84.6589
SHARPES,28.439,-80.8267
LAKE POINSETT,28.38,-80.82
COCOA WEST,28.37,-80.76
COCOA WEST,28.36,-80.78
COCOA WEST,28.374,-80.789
COCOA WEST,28.37,-80.78
ROCKLEDGE,28.3275,-80.7379
INDIANOLA,28.37,-80.7
BONAVENTURE,28.28,-80.69
BONAVENTURE,28.28,-80.71
INDIALANTIC,28.1469,-80.6014
INDIANOLA,28.4,-80.67
INDIAN HARBOUR BEACH,28.16,-80.6
INDIAN HARBOUR BEACH,28.15,-80.6
BONAVENTURE,28.2799,-80.7095
BONAVENTURE,28.288,-80.7
(COF)PATRICK AFB,28.221,-80.602
INDIALANTIC,28.09,-80.57
GEORGIANA,28.2878,-80.671
OKAHUMPKA,28.76,-81.88
BILL,43.4224,-104.9474
BILL,43.4234,-104.9396
BILL,43.4112,-104.9465
BILL,43.4111,-104.9504
WHITE SPGS,30.34,-82.76
PHIFER,29.71,-82.39
PALM COAST TOWN CENTER,29.5,-81.22
MAYDAY,30.826,-83.0027
TOLEDO,30.64,-82.06
MAYPORT NAS,30.42,-81.41
FERNANDINA NOS,30.66,-81.54
MAYPORT NAS,30.38,-81.41
MAYPORT NAS,30.4,-81.43
MAYPORT NAS,30.38,-81.41
JACKSONVILLE BEACH,30.29,-81.39
SAUF1 CMAN,29.92,-81.33
SAUF1 CMAN,29.86,-81.26
BEVERLY BEACH,29.52,-81.23
EDGAR,29.62,-81.97
(GNV)GAINESVILLE ARP,29.67,-82.25
BUNNELL,29.45,-81.27
BROXTON,31.66,-82.91
DOUGLAS,31.51,-82.85
LOTTS,31.55,-82.86
HAZELHURST,31.87,-82.6
UPTON,31.54,-82.91
ELLIOT,31.71,-82.33
MADRAY SPGS,31.69,-81.94
JESUP,31.61,-81.84
DOCTORTOWN,31.6118,-81.8359
APALACHICOLA,29.7275,-85.0274
APALACHICOLA,29.7275,-85.0274
PANACEA,29.9203,-84.3345
KELLYS CROSSROADS,31.04,-85.74
NEWTON,31.32,-85.59
SLOCOMB,31.08,-85.59
GARRETTS CROSSROADS,31.07,-85.42
HODGESVILLE,31.07,-85.35
CROSBY,31.07,-85.1
SLOCOMB,31.0565,-85.6074
FADETTE,31.0631,-85.5213
SHORTERVILLE,31.5459,-85.0784
SHORTERVILLE,31.5913,-85.0574
CHESTER,43.4282,-91.4999
CHESTER,43.4204,-91.5062
CHESTER,43.4203,-91.5081
CHESTER,43.4259,-91.5197
CHESTER,43.4266,-91.5194
SPILLVILLE,43.2095,-91.957
SPILLVILLE,43.2072,-91.951
SPILLVILLE,43.2044,-91.9486
SPILLVILLE,43.1964,-91.9474
SPILLVILLE,43.1971,-91.9457
SPILLVILLE,43.2048,-91.9466
SPILLVILLE,43.2081,-91.95
SPILLVILLE,43.2102,-91.9558
ELDORADO,43.0422,-91.8211
ELDORADO,43.05,-91.813
ELDORADO,43.0577,-91.8095
ELDORADO,43.0642,-91.8109
ELDORADO,43.0655,-91.8048
ELDORADO,43.0568,-91.8056
ELDORADO,43.0444,-91.8118
ELDORADO,43.0397,-91.8196
CLERMONT,43.0151,-91.684
CLERMONT,43.0066,-91.6695
CLERMONT,42.9997,-91.6676
CLERMONT,42.9937,-91.6543
CLERMONT,42.9964,-91.6532
CLERMONT,43.001,-91.663
CLERMONT,43.0075,-91.6656
CLERMONT,43.0175,-91.6822
ELKADER,42.845,-91.4043
ELKADER,42.8429,-91.398
ELKADER,42.843,-91.3965
ELKADER,42.8425,-91.3962
ELKADER,42.8417,-91.3994
ELKADER,42.8434,-91.404
ELKADER,42.8445,-91.4052
GARBER,42.7386,-91.2686
GARBER,42.7411,-91.2597
GARBER,42.7437,-91.258
GARBER,42.7436,-91.257
GARBER,42.7404,-91.2586
GARBER,42.7379,-91.2655
GARBER,42.7377,-91.269
GARBER,42.7389,-91.2701
REDFIELD,44.9,-98.49
GLENDALE COLONY,44.8,-98.33
SPINK COLONY,44.63,-98.32
BLOOMFIELD,44.63,-98.22
FRANKFORT,44.88,-98.28
ASHTON,44.95,-98.48
TULARE,44.64,-98.69
TULARE,44.71,-98.68
REDFIELD ARPT,44.83,-98.63
REDFIELD,44.92,-98.52
REDFIELD,44.9,-98.46
REDFIELD ARPT,44.82,-98.58
TULARE,44.73,-98.57
TULARE,44.64,-98.62
MAPLEVIEW,43.686,-93.0416
MAPLEVIEW,43.6853,-93.037
MAPLEVIEW,43.6831,-93.0339
AUSTIN ACRES,43.6794,-93.0327
AUSTIN ACRES,43.6795,-93.0341
MAPLEVIEW,43.6827,-93.0351
MAPLEVIEW,43.6844,-93.0374
MAPLEVIEW,43.6852,-93.0417
SISSETON ARPT,45.62,-96.91
SISSETON ARPT,45.6381,-96.8699
PEEVER,45.6012,-96.8574
PEEVER,45.5866,-96.8401
PEEVER,45.5823,-96.8648
PENSACOLA BAY BRIDGE,30.4102,-87.1945
GROVE HILL,31.6889,-87.8114
EXCEL,31.459,-87.35
ROBERTS,31.08,-86.9
FLORENCE,45.15,-97.21
(ATY)WATERTOWN ARPT,44.955,-97.2037
(ATY)WATERTOWN ARPT,44.9064,-97.2676
GROVER,44.8873,-97.2444
(ATY)WATERTOWN ARPT,44.916,-97.1642
FOLEY,44.81,-97.1
APPLEBY,44.81,-97.02
FLORENCE,45.15,-97.16
THOMAS,44.8,-97.09
STONE BRIDGE,44.63,-97.01
ESTELLINE MUNI ARPT,44.55,-96.93
ESTELLINE MUNI ARPT,44.55,-96.9
DEMPSTER,44.67,-96.98
CASTLEWOOD,44.8,-97.05
AIR LINE,34.36,-83.03
FAIRVIEW,47.9477,-103.9276
FAIRVIEW,47.8477,-103.9542
FAIRVIEW,47.7448,-104.0433
FAIRVIEW,47.8454,-104.0417
FAIRVIEW,47.9671,-104.0226
MANDAN,46.8438,-100.9968
SWEET BRIAR,46.7818,-101.1391
SWEET BRIAR,46.752,-101.0828
MANDAN,46.8211,-100.9842
MANDAN,46.8089,-100.8784
MANDAN MUNI ARPT,46.7743,-100.8544
MANDAN MUNI ARPT,46.7791,-100.8391
MANDAN,46.8251,-100.865
MAPLE LEAF,45.94,-100.94
MC LAUGHLIN,45.81,-100.8
WAKPALA,45.65,-100.54
WAKPALA,45.68,-100.49
MAPLE LEAF,45.94,-100.87
RAUVILLE,45.06,-97.06
(ATY)WATERTOWN ARPT,44.96,-97.16
APPLEBY,44.86,-97.06
WAVERLY,44.98,-96.91
WINSHIP,45.92,-98.72
RICHMOND,45.44,-98.71
ABERDEEN,45.43,-98.49
WINSHIP,45.92,-98.53
HILAND,45.29,-97.14
HILAND,45.25,-97.19
HILAND,45.15,-97.2
BRIDGEPORT,41.67,-103.1
ALLIANCE,42.1,-102.87
DALTON,41.42,-102.97
SCOTTSBLUFF,41.87,-103.6401
DOUGLAS,42.73,-105.39
GUN BARREL,41.43,-104.38
DWYER JUNCTION,42.23,-105.02
DOUGLAS,42.76,-105.39
LAKEVIEW NORTH,42.16,-105.02
GLENDO,42.44,-105.03
NATWICK,41.95,-105.1
NATWICK,41.96,-105.08
NATWICK,41.9197,-105.1371
NATWICK,41.8968,-105.1198
NATWICK,41.945,-105.0626
NATWICK,41.9544,-105.097
WESTVIEW CIRCLE,42.05,-105.11
WESTVIEW CIRCLE,42.0531,-105.0778
WESTVIEW CIRCLE,42.0417,-105.0749
WESTVIEW CIRCLE,42.0377,-105.1051
ALBIN,41.42,-104.1
NATWICK,41.96,-105.08
NATWICK,41.9617,-105.1137
NATWICK,41.9211,-105.1085
NATWICK,41.9353,-105.0702
CHILDRESS,34.4467,-100.1866
MULESHOE,34.1933,-102.7434
MULESHOE,34.1933,-102.7434
TURKEY,34.379,-100.9317
TURKEY,34.4,-100.88
SPUR,33.48,-100.8674
FAIRVIEW,47.96,-104.02
ARNEGARD,47.94,-103.44
WATFORD CITY,47.96,-103.25
ARNEGARD,47.93,-103.37
WATFORD CITY,47.81,-103.13
AMIDON,46.6,-103.52
AMIDON,46.29,-103.15
BOWBELLS,48.84,-102.22
